3.745807625986339873e-01 4.858072264572854682e-01 5.970336903159370046e-01 4.873704015051435467e-01
8.930676548006843962e-01 1.004294118659335933e+00 1.115520582517987469e+00 9.104919739001646750e-01
8.852642611233896286e-01 9.964907249820411650e-01 1.107717188840692701e+00 9.487610584043869588e-01
6.748959424241141036e-01 7.861224062827656400e-01 8.973488701414171764e-01 7.411632840959132551e-01
7.239292116773190511e-01 8.351556755359705875e-01 9.463821393946221239e-01 7.864777230695327859e-01
8.729453004278699968e-01 9.841717642865215332e-01 1.095398228145173070e+00 9.491613626356035782e-01
8.294116688159129946e-01 9.406381326745644200e-01 1.051864596533215845e+00 8.720627677034551439e-01
8.775909177542242645e-01 9.888173816128758009e-01 1.100043845471527337e+00 8.851126856410869159e-01
7.708471257701241530e-01 8.820735896287756894e-01 9.933000534874272258e-01 8.298306713101957222e-01
9.457323448066030647e-01 1.056958808665254601e+00 1.168185272523906137e+00 1.043072735278812280e+00
9.400597972923832035e-01 1.051286261151034740e+00 1.162512725009686276e+00 1.000000000000000000e+00
4.151089018983658563e-01 5.263353657570173372e-01 6.375618296156688736e-01 4.505824426564189467e-01
5.289812516592462543e-01 6.402077155178977907e-01 7.514341793765493271e-01 6.163484248028497925e-01
9.306404973936317493e-01 1.041866961252283286e+00 1.153093425110934822e+00 1.010928305512189374e+00
4.156567072727465617e-01 5.268831711313980426e-01 6.381096349900494680e-01 5.418518073736039442e-01
8.039645577711895807e-01 9.151910216298411171e-01 1.026417485488492654e+00 8.435210760177734857e-01
4.774828470394754665e-01 5.887093108981269474e-01 6.999357747567784838e-01 5.650294223609942934e-01
5.959525300007499915e-01 7.071789938594014169e-01 8.184054577180528423e-01 6.928465633881746299e-01
6.064536903638251264e-01 7.176801542224766628e-01 8.289066180811281992e-01 6.572595172330971680e-01
