7.915693945086974548e-01 8.846948952442086345e-01 9.778203959797198142e-01 9.161748126533595382e-01
7.476480101156602887e-01 8.407735108511714683e-01 9.338990115866826480e-01 8.326812122819815531e-01
5.348278087636455513e-01 6.279533094991567310e-01 7.210788102346679107e-01 6.552821805159504409e-01
6.995101648386026216e-01 7.926356655741138013e-01 8.857611663096249810e-01 8.383181908614641964e-01
8.542053799241560164e-01 9.473308806596671960e-01 1.040456381395178376e+00 9.195569998010484358e-01
4.094530131681355933e-01 5.025785139036467175e-01 5.957040146391578972e-01 5.304728430267255934e-01
8.712404101334452200e-01 9.643659108689563997e-01 1.057491411604467579e+00 1.036341932488892503e+00
7.734722474300486095e-01 8.665977481655597892e-01 9.597232489010709688e-01 8.194177332714384088e-01
4.738224860393543403e-01 5.669479867748654645e-01 6.600734875103766441e-01 5.205252337688172082e-01
6.153029657478876757e-01 7.084284664833988554e-01 8.015539672189100351e-01 7.060813051263351570e-01
5.793545472268046836e-01 6.724800479623158633e-01 7.656055486978270430e-01 6.170170435705283341e-01
4.521717157159010347e-01 5.452972164514121589e-01 6.384227171869233386e-01 4.459181643345045409e-01
3.880617859888953469e-01 4.811872867244064711e-01 5.743127874599176508e-01 4.807347967371837782e-01
5.004407044282868089e-01 5.935662051637979886e-01 6.866917058993091683e-01 6.043504211154596684e-01
6.571654866609040191e-01 7.502909873964151988e-01 8.434164881319263785e-01 7.585383646130391400e-01
8.861418771342910450e-01 9.792673778698022247e-01 1.072392878605313404e+00 1.000000000000000000e+00
8.605397269522994108e-01 9.536652276878105905e-01 1.046790728423321770e+00 1.006764374295377795e+00
8.145117329652578064e-01 9.076372337007689861e-01 1.000762734436280166e+00 9.457523708468743573e-01
8.461693712903447517e-01 9.392948720258559314e-01 1.032420372761367000e+00 8.649114662776045126e-01
