6.368462375046636259e-01 7.051797591014583588e-01 7.735132806982530917e-01 7.204800237048739620e-01
5.571398842087756931e-01 6.254734058055704260e-01 6.938069274023651589e-01 6.787989530347179334e-01
4.421907885747276556e-01 5.105243101715223331e-01 5.788578317683170660e-01 4.711343770062716985e-01
8.252037045878640731e-01 8.935372261846588060e-01 9.618707477814535389e-01 9.216257592967554979e-01
4.747772693539852873e-01 5.431107909507799647e-01 6.114443125475746976e-01 5.503481653414985519e-01
8.701979259803559463e-01 9.385314475771506793e-01 1.006864969173945301e+00 8.778705121240546472e-01
7.998349189845647134e-01 8.681684405813594463e-01 9.365019621781541792e-01 8.670551632179357426e-01
5.888502610577450724e-01 6.571837826545398054e-01 7.255173042513345383e-01 6.424020939305641331e-01
5.130409958137608362e-01 5.813745174105555691e-01 6.497080390073503020e-01 6.092646550446927378e-01
8.955607686752933283e-01 9.638942902720880612e-01 1.032227811868882794e+00 9.951602548273984494e-01
8.822033373254355437e-01 9.505368589222302766e-01 1.018870380519024899e+00 9.070077534693067323e-01
4.223318242182446114e-01 4.906653458150392888e-01 5.589988674118340217e-01 5.511383278186574586e-01
3.947960558626369409e-01 4.631295774594316184e-01 5.314630990562263513e-01 4.848140648920927220e-01
9.074724959746944819e-01 9.758060175714892148e-01 1.044139539168283948e+00 1.017778655736085724e+00
7.777673665044767537e-01 8.461008881012714866e-01 9.144344096980662195e-01 8.711541310682004990e-01
7.308263500666979384e-01 7.991598716634926713e-01 8.674933932602874043e-01 8.262630253345840670e-01
6.812794053386412862e-01 7.496129269354360192e-01 8.179464485322307521e-01 7.510988196947998574e-01
9.182062570891609266e-01 9.865397786859556595e-01 1.054873300282750392e+00 1.000000000000000000e+00
8.481047222496457261e-01 9.164382438464404590e-01 9.847717654432351919e-01 9.309101684033770363e-01
