0.908751489;0.986032739;1.063313988;0.998619387
0.841784467;0.919065716;0.996346966;0.912222061
0.610854036;0.688135286;0.765416535;0.647434966
0.888194537;0.965475786;1.042757036;0.974422322
0.812431301;0.88971255;0.9669938;0.922467665
0.896601251;0.973882501;1.05116375;0.984231943
0.555215811;0.63249706;0.709778309;0.690742625
0.906299974;0.983581224;1.060862473;0.93612847
0.878466252;0.955747501;1.033028751;0.865135881
0.903469938;0.980751187;1.058032437;0.929225403
0.912254777;0.989536026;1.066817276;1
0.910743468;0.988024717;1.065305967;1.013442814
0.780483245;0.857764495;0.935045744;0.8474059
0.676686963;0.753968212;0.831249462;0.779174539
0.746737196;0.824018446;0.901299695;0.763406482
0.711643473;0.788924722;0.866205972;0.796177881
0.642906261;0.720187511;0.79746876;0.699825607
0.581093999;0.658375248;0.735656498;0.69103328
0.867324182;0.944605432;1.021886681;0.934965848
