8.135335760256452442e-01 8.911415714431762947e-01 9.687495668607073451e-01 8.590630955963497462e-01
8.826453185487657116e-01 9.602533139662967621e-01 1.037861309383827813e+00 8.984853044437768332e-01
9.092230250594135477e-01 9.868310204769445981e-01 1.064439015894475649e+00 1.039622830775404960e+00
4.300077774938900754e-01 5.076157729114211259e-01 5.852237683289521764e-01 5.071722339251670819e-01
8.323435528462026500e-01 9.099515482637337005e-01 9.875595436812647510e-01 9.352994282275053362e-01
4.929895064187878040e-01 5.705975018363188545e-01 6.482054972538499049e-01 4.868091082355312516e-01
9.223593299606573925e-01 9.999673253781884430e-01 1.077575320795719493e+00 1.000000000000000000e+00
6.954815791025861227e-01 7.730895745201171732e-01 8.506975699376482236e-01 7.946634567158200602e-01
6.195490903522767878e-01 6.971570857698078383e-01 7.747650811873388887e-01 6.570368141237827864e-01
7.405242803146818709e-01 8.181322757322129213e-01 8.957402711497439718e-01 8.381984150867680672e-01
8.935859637985481552e-01 9.711939592160792056e-01 1.048801954633610256e+00 9.074129802387391752e-01
8.552093594976351021e-01 9.328173549151661526e-01 1.010425350332697203e+00 9.580700170528649862e-01
5.711409428216757123e-01 6.487489382392067627e-01 7.263569336567378132e-01 6.916440966997683404e-01
6.543109669482554125e-01 7.319189623657864630e-01 8.095269577833175134e-01 7.368843414585224405e-01
7.867927602051032476e-01 8.644007556226342981e-01 9.420087510401653486e-01 8.810311967098014563e-01
4.507442564781317662e-01 5.283522518956628167e-01 6.059602473131938671e-01 5.507071922961180865e-01
5.408627500182636716e-01 6.184707454357947221e-01 6.960787408533257725e-01 6.243354398635782010e-01
8.993853368686259842e-01 9.769933322861570346e-01 1.054601327703688085e+00 1.009529541578895850e+00
5.125875756375974923e-01 5.901955710551285428e-01 6.678035664726595932e-01 5.691644096699759459e-01
