6.356617580495164122e-01 6.976920243084858697e-01 7.597222905674553273e-01 6.632084827217936684e-01
7.674502885330530821e-01 8.294805547920225397e-01 8.915108210509919973e-01 8.549088412541003823e-01
7.356654525457493321e-01 7.976957188047187897e-01 8.597259850636882472e-01 7.907544435120895665e-01
9.282910935635790839e-01 9.903213598225485415e-01 1.052351626081517999e+00 1.017163780608742130e+00
9.148330110940351423e-01 9.768632773530045998e-01 1.038893543611974168e+00 9.491189259287499125e-01
5.321464564853906065e-01 5.941767227443600641e-01 6.562069890033295216e-01 6.333053627278956155e-01
7.992561210190641807e-01 8.612863872780336383e-01 9.233166535370030958e-01 8.636051567625296910e-01
7.012506848694600725e-01 7.632809511284295301e-01 8.253112173873989876e-01 8.128003661606530983e-01
8.591089473260017373e-01 9.211392135849711948e-01 9.831694798439406524e-01 9.374475551148052643e-01
9.214808584116941370e-01 9.835111246706635946e-01 1.045541390929633163e+00 9.565947059272248421e-01
5.657470427826930548e-01 6.277773090416625124e-01 6.898075753006319699e-01 6.551224349683425485e-01
8.875665747843743958e-01 9.495968410433438534e-01 1.011627107302313311e+00 9.631550842932338208e-01
6.675581700329115131e-01 7.295884362918809707e-01 7.916187025508504282e-01 7.723701273933932798e-01
9.013898644031883567e-01 9.634201306621578142e-01 1.025450396921127272e+00 9.751315889846663421e-01
8.295950974240089426e-01 8.916253636829784002e-01 9.536556299419478577e-01 9.096040887939583763e-01
6.026413414573396077e-01 6.646716077163090652e-01 7.267018739752785228e-01 5.976046990617120969e-01
9.411480157496364685e-01 1.003178282008605926e+00 1.065208548267575495e+00 1.000000000000000000e+00
9.348398311565953023e-01 9.968700974155647598e-01 1.058900363674534217e+00 1.023571592036005784e+00
8.735401691935295032e-01 9.355704354524989608e-01 9.976007017114684183e-01 9.203600579754368516e-01
